[ep 79] R=-0.162 steps=20 tau=0.707 CI=0.058 gini=0.104
[ep 80] R=-0.265 steps=30 tau=0.704 CI=0.079 gini=0.144
[ep 81] R=-0.697 steps=76 tau=0.648 CI=0.071 gini=0.063
[ep 82] R=-0.386 steps=41 tau=0.711 CI=0.078 gini=0.105
[ep 83] R=-0.235 steps=26 tau=0.668 CI=0.078 gini=0.169
[ep 84] R=-1.209 steps=127 tau=0.694 CI=0.056 gini=0.127
[ep 85] R=-0.165 steps=18 tau=0.688 CI=0.098 gini=0.118
[ep 86] R=-0.239 steps=26 tau=0.716 CI=0.085 gini=0.083
[ep 87] R=-0.050 steps=6 tau=0.734 CI=0.107 gini=0.151
[ep 88] R=-0.793 steps=83 tau=0.692 CI=0.052 gini=0.118
[ep 89] R=-0.088 steps=10 tau=0.692 CI=0.087 gini=0.129
[ep 90] R=-0.092 steps=11 tau=0.743 CI=0.079 gini=0.161
[ep 91] R=-0.164 steps=18 tau=0.680 CI=0.095 gini=0.098
[ep 92] R=-0.197 steps=22 tau=0.650 CI=0.089 gini=0.022
[ep 93] R=-0.703 steps=75 tau=0.741 CI=0.050 gini=0.087
[ep 94] R=-0.059 steps=6 tau=0.675 CI=0.106 gini=0.118
[ep 95] R=-0.605 steps=64 tau=0.670 CI=0.073 gini=0.103
[ep 96] R=-0.946 steps=99 tau=0.657 CI=0.062 gini=0.136
[ep 97] R=-0.082 steps=9 tau=0.771 CI=0.121 gini=0.181
[ep 98] R=-0.292 steps=33 tau=0.714 CI=0.083 gini=0.151
[ep 99] R=-0.084 steps=10 tau=0.649 CI=0.106 gini=0.114
OPE => IPS: -0.0081  DR: -0.0081  saved: runs/20250808_123348/policy.json
[ep 0] R=0.990 steps=1 tau=1.000 CI=0.100 gini=0.040
[ep 1] R=0.990 steps=1 tau=1.000 CI=0.097 gini=0.094
[ep 2] R=0.990 steps=1 tau=1.000 CI=0.106 gini=0.091
[ep 3] R=1.028 steps=1 tau=1.000 CI=0.062 gini=0.075
[ep 4] R=1.043 steps=1 tau=1.000 CI=0.050 gini=0.080
[ep 5] R=0.990 steps=1 tau=1.000 CI=0.123 gini=0.113
[ep 6] R=0.991 steps=1 tau=1.000 CI=0.120 gini=0.062
[ep 7] R=1.015 steps=1 tau=1.000 CI=0.075 gini=0.150
[ep 8] R=1.056 steps=1 tau=1.000 CI=0.038 gini=0.084
[ep 9] R=1.035 steps=1 tau=1.000 CI=0.067 gini=0.076
[ep 10] R=0.990 steps=1 tau=1.000 CI=0.106 gini=0.150
[ep 11] R=0.991 steps=1 tau=1.000 CI=0.118 gini=0.067
[ep 12] R=0.990 steps=1 tau=1.000 CI=0.113 gini=0.125
[ep 13] R=0.991 steps=1 tau=1.000 CI=0.099 gini=0.071
[ep 14] R=0.988 steps=1 tau=1.000 CI=0.111 gini=0.185
[ep 15] R=1.025 steps=1 tau=1.000 CI=0.086 gini=0.150
[ep 16] R=0.990 steps=1 tau=1.000 CI=0.112 gini=0.090
[ep 17] R=1.027 steps=1 tau=1.000 CI=0.063 gini=0.112
[ep 18] R=1.046 steps=1 tau=1.000 CI=0.052 gini=0.058
[ep 19] R=0.990 steps=1 tau=1.000 CI=0.111 gini=0.078
[ep 20] R=0.990 steps=1 tau=1.000 CI=0.102 gini=0.094
[ep 21] R=0.990 steps=1 tau=1.000 CI=0.104 gini=0.126
[ep 22] R=0.991 steps=1 tau=1.000 CI=0.104 gini=0.093
[ep 23] R=1.044 steps=1 tau=1.000 CI=0.056 gini=0.114
[ep 24] R=1.035 steps=1 tau=1.000 CI=0.072 gini=0.092
[ep 25] R=0.780 steps=2 tau=1.000 CI=0.101 gini=0.199
[ep 26] R=0.990 steps=1 tau=1.000 CI=0.113 gini=0.138
[ep 27] R=1.035 steps=1 tau=1.000 CI=0.063 gini=0.176
[ep 28] R=0.990 steps=1 tau=1.000 CI=0.100 gini=0.118
[ep 29] R=0.990 steps=1 tau=1.000 CI=0.108 gini=0.125
[ep 30] R=1.049 steps=1 tau=1.000 CI=0.031 gini=0.145
[ep 31] R=1.054 steps=1 tau=1.000 CI=0.035 gini=0.171
[ep 32] R=0.990 steps=1 tau=1.000 CI=0.116 gini=0.130
[ep 33] R=0.990 steps=1 tau=1.000 CI=0.118 gini=0.089
[ep 34] R=1.004 steps=1 tau=1.000 CI=0.100 gini=0.061
[ep 35] R=0.990 steps=1 tau=1.000 CI=0.117 gini=0.084
[ep 36] R=0.990 steps=1 tau=1.000 CI=0.118 gini=0.164
[ep 37] R=0.990 steps=1 tau=1.000 CI=0.105 gini=0.071
[ep 38] R=0.990 steps=1 tau=1.000 CI=0.106 gini=0.105
[ep 39] R=1.056 steps=1 tau=1.000 CI=0.034 gini=0.081
[ep 40] R=1.039 steps=1 tau=1.000 CI=0.048 gini=0.069
[ep 41] R=0.989 steps=1 tau=1.000 CI=0.128 gini=0.074
[ep 42] R=0.990 steps=1 tau=1.000 CI=0.100 gini=0.168
[ep 43] R=0.991 steps=1 tau=1.000 CI=0.109 gini=0.117
[ep 44] R=0.990 steps=1 tau=1.000 CI=0.101 gini=0.057
[ep 45] R=0.991 steps=1 tau=1.000 CI=0.118 gini=0.147
[ep 46] R=1.026 steps=1 tau=1.000 CI=0.073 gini=0.075
[ep 47] R=0.989 steps=1 tau=1.000 CI=0.090 gini=0.179
[ep 48] R=0.989 steps=1 tau=1.000 CI=0.108 gini=0.102
[ep 49] R=0.990 steps=1 tau=1.000 CI=0.100 gini=0.072
[ep 50] R=0.990 steps=1 tau=1.000 CI=0.110 gini=0.105
[ep 51] R=0.990 steps=1 tau=1.000 CI=0.101 gini=0.102
[ep 52] R=1.052 steps=1 tau=1.000 CI=0.052 gini=0.109
[ep 53] R=0.990 steps=1 tau=1.000 CI=0.103 gini=0.094
[ep 54] R=0.990 steps=1 tau=1.000 CI=0.118 gini=0.094
[ep 55] R=1.021 steps=1 tau=1.000 CI=0.073 gini=0.127
[ep 56] R=0.990 steps=1 tau=1.000 CI=0.099 gini=0.095
[ep 57] R=0.990 steps=1 tau=1.000 CI=0.115 gini=0.211
[ep 58] R=0.990 steps=1 tau=1.000 CI=0.117 gini=0.097
[ep 59] R=0.990 steps=1 tau=1.000 CI=0.116 gini=0.075
[ep 60] R=1.031 steps=1 tau=1.000 CI=0.053 gini=0.074
[ep 61] R=0.989 steps=1 tau=1.000 CI=0.104 gini=0.153
[ep 62] R=0.990 steps=1 tau=1.000 CI=0.111 gini=0.044
[ep 63] R=1.024 steps=1 tau=1.000 CI=0.069 gini=0.114
[ep 64] R=0.990 steps=1 tau=1.000 CI=0.099 gini=0.206
[ep 65] R=0.990 steps=1 tau=1.000 CI=0.102 gini=0.114
[ep 66] R=0.989 steps=1 tau=1.000 CI=0.107 gini=0.162
[ep 67] R=0.990 steps=1 tau=1.000 CI=0.099 gini=0.166
[ep 68] R=0.779 steps=2 tau=1.000 CI=0.099 gini=0.098
[ep 69] R=0.989 steps=1 tau=1.000 CI=0.097 gini=0.156
[ep 70] R=0.990 steps=1 tau=1.000 CI=0.100 gini=0.120
[ep 71] R=1.031 steps=1 tau=1.000 CI=0.065 gini=0.075
[ep 72] R=1.022 steps=1 tau=1.000 CI=0.064 gini=0.140
[ep 73] R=1.029 steps=1 tau=1.000 CI=0.061 gini=0.154
[ep 74] R=0.990 steps=1 tau=1.000 CI=0.115 gini=0.099
[ep 75] R=0.989 steps=1 tau=1.000 CI=0.107 gini=0.122
[ep 76] R=0.990 steps=1 tau=1.000 CI=0.099 gini=0.087
[ep 77] R=0.990 steps=1 tau=1.000 CI=0.106 gini=0.085
[ep 78] R=1.049 steps=1 tau=1.000 CI=0.045 gini=0.163
[ep 79] R=0.990 steps=1 tau=1.000 CI=0.097 gini=0.101
OPE => IPS: 1.0349  DR: 1.0349  saved: runs/20250810_104144/policy.json
