step,crit_0,crit_1,crit_2,crit_3,crit_4
67,0.015950977392063383,0.008533009704496221,0.0049992672993259555,0.02071361389466316,0.04394015543972046
68,0.01473158057031805,0.009149157230591749,0.005617155673265796,0.02192379733956593,0.04631840336758488
69,0.00942921915492285,0.00709594564950707,0.005639330622644399,0.020296594847950527,0.039003921434908266
70,0.005256207807075118,0.005222557906155897,0.005700877483584104,0.019027035947554036,0.03167384705217888
71,0.001960643550482616,0.0038080840339840966,0.005951845565984177,0.018094048829995893,0.025833308468362015
72,0.0024672711521929597,0.003787996388761356,0.00614938877930081,0.016152974880616903,0.020946201822145395
73,0.006021694515472881,0.0036033947361061615,0.006838257401671156,0.014058279102621045,0.0140792320532307
74,0.013308216989028898,0.0035443232095363777,0.007340585071571866,0.012212743850595667,0.005843209560081314
75,0.020725128767090276,0.0035897935096004647,0.007790148342815121,0.011292817996941712,0.005489968371828223
76,0.026678765617639297,0.004157625786917585,0.007869611790911684,0.008869466946805024,0.012158693132348117
77,0.02661011333536925,0.006186078235451839,0.009034942066842877,0.0072520409508947435,0.012708120830068734
78,0.022541538923087027,0.005049946269713441,0.00949546322569563,0.005950125077757044,0.011806800991439789
79,0.020303509668058828,0.00471298212682289,0.009715157910690497,0.005794113050830292,0.012339758090667688
80,0.020054742987667424,0.005546821535406032,0.010339259420628974,0.004470761621161505,0.0179494777921996
81,0.015007215929889703,0.005421162713281985,0.010174842884367537,0.0047634387195718995,0.011872729950306493
82,0.010789719976362569,0.004889689441670929,0.010559294902545452,0.004850892361087576,0.010326083480511936
83,0.008527275027419004,0.004910158193255438,0.011412406845703429,0.0035181755896735584,0.01288415704313708
84,0.007145937042888679,0.0034162078453342584,0.012016828011735895,0.0044130104749383016,0.013799707570900202
85,0.005517500504127633,0.0028321167665260557,0.012099161836363339,0.007774407078505803,0.01601653066471921
86,0.0068995277117124,0.0032020255647133753,0.011881649104418123,0.010354587738657186,0.017784817034842082
87,0.00906068358999954,0.0037204258582952073,0.011616895737354674,0.012605636569263936,0.022992620417634686
88,0.016047987235571323,0.0034678783826780843,0.010830538661416101,0.01418495150331398,0.02936141698458923
89,0.01526883181401388,0.0026452535571384723,0.010103808431561355,0.016472629705027633,0.03360954842323578
90,0.01785715408536924,0.00255996182378856,0.00890752542913533,0.01989041146558224,0.03645871525960321
91,0.020877085504282616,0.0037474598907304285,0.008186023462554638,0.02152650734230893,0.04091793581743161
92,0.025049230811556703,0.00494842520034906,0.007783520268379972,0.02372968151923614,0.044689931471369536
93,0.02755642739084461,0.006317695901348164,0.007229812346104318,0.024351535876133507,0.04610644341422774
94,0.03158773603603287,0.004695477112943339,0.0073252511299333085,0.025569308108578787,0.04295841645693799
95,0.03064520891122582,0.002937989089043712,0.007316282527781741,0.0259126591378803,0.037762456817671486
96,0.030394043152408973,0.0021645937992553856,0.007441335897323928,0.02523762518977467,0.03407919327549932
97,0.026706235309712913,0.0018871609852280022,0.006858627278872473,0.02412203813670667,0.029140699118868144
98,0.024868857004770137,0.0016837934481644227,0.006496116711822399,0.02657572331402548,0.026958542112138623
99,0.021643057184162543,0.003560080429365083,0.007908001086956381,0.02479435052958374,0.020078342278114444
100,0.025712022475026224,0.0021437956019417317,0.010030359855547406,0.021936861010765543,0.02019055292619407
101,0.027273233873532796,0.0028256275810726477,0.01187114039242177,0.01857754247410263,0.020835053730273768
102,0.02883367350098578,0.002855777274435816,0.010848902966572004,0.019137208174063728,0.018442251958507544
103,0.029112609056883232,0.0033187260899696924,0.010435927352155016,0.017987905044337157,0.017144886409118442
104,0.02601861119023079,0.004887507305412535,0.008285575037185895,0.014976822038688884,0.014774421417848549
105,0.019969099478845734,0.008008522809044545,0.008845279733523484,0.012130761880543808,0.009396562606226106
106,0.016692963279239765,0.010577060860209675,0.009007663452526285,0.011275846347550545,0.01026609678736437
107,0.014706411752570049,0.012556599497467893,0.008786445682064338,0.01147127785782335,0.012326126895705636
108,0.015664131624956407,0.013628909517454713,0.008804997029037772,0.011986993884050633,0.013479468287576216
109,0.017269626640442768,0.012087224107931754,0.014931040677879358,0.01268766266869138,0.014703648864336767
110,0.01977558677102781,0.011778722538222292,0.019417501972160866,0.014019925051274043,0.015361747949834283
111,0.021661862754515204,0.011933801747581468,0.023471905475239207,0.016060703674499625,0.018329672911127737
112,0.024591954363714804,0.012275123927270601,0.025996197098381968,0.018260872142257745,0.019488694917938938
113,0.02631297497556037,0.014007473026978676,0.026921437375897316,0.014548988709095231,0.019869647608557073
114,0.02867993104408691,0.021407685424520397,0.023040448227318974,0.010375578564711788,0.018155321300080445
115,0.031050451664434365,0.031143611952566683,0.01796511341277916,0.008228456161664949,0.016992868289421932
116,0.03484330841258299,0.04963115987601082,0.017260134078104877,0.005738041654498843,0.020873128538054262
117,0.033328667264261584,0.056693215590048474,0.01933119412735103,0.004448770855700388,0.024260719202681403
118,0.03161977422241909,0.05768136214654227,0.025152122975391506,0.0044303215926087625,0.022736275206169766
119,0.03431406146301444,0.053935469322285046,0.02922016582434227,0.005914260087116263,0.020744306055110424
120,0.03683830207105155,0.051681820098457946,0.032492458917553306,0.006883917750879786,0.018900871626817528
121,0.03878853745748748,0.04942472127625661,0.03730881800431954,0.008139492873138282,0.017770933834152805
122,0.040407452834646175,0.047084151784469445,0.04343496028225565,0.009491030335705745,0.016399239312052675
123,0.046392530745981674,0.04592777870425497,0.04679930070045371,0.010291684417952359,0.014208848920244632
124,0.049295779872856715,0.044796909748869705,0.051823440862486275,0.009274683995020941,0.010430599676736832
125,0.04873492923647863,0.041524555627153945,0.05684708487567206,0.008581302125573946,0.008336381027223646
126,0.04923242174319433,0.040191983043819386,0.06276636083172552,0.008859631841802579,0.00722931846905665
127,0.04839432951916814,0.035517976474744785,0.06770811428455255,0.008717441026268756,0.006087027659726618
128,0.04990672923804446,0.023283996747393124,0.06984790635460313,0.009951606944163765,0.006489338426175929
129,0.05040065678648278,0.015978217389549815,0.07290467279877563,0.01142618748954382,0.0053847393401108765
130,0.04932609500459976,0.013818830446017547,0.07293623624169618,0.011746109469059489,0.005788511590777073
131,0.04858539983339694,0.015159575118456328,0.07684537218544246,0.011103350731696417,0.005748497697525347
132,0.04834218116699368,0.020857537893500037,0.08226245917034458,0.010404762296550813,0.005941035504735993
133,0.039205661982273064,0.019811765552650826,0.06723853579125856,0.007150802397125128,0.004308330816839519
134,0.03206169383534408,0.017866772866747326,0.05609347536369078,0.005357283884195631,0.0031733426752703063
135,0.023594977534065517,0.015189835075830606,0.042930732461494515,0.004471888279823412,0.0019365746027664628
136,0.020182843083040813,0.015237259048490201,0.031838916061005425,0.004020701265789839,0.001481884994382542
137,0.017429782469073816,0.015180366800185684,0.021736558179695237,0.0046084063441735575,0.0020789133579137433
138,0.015778320158195316,0.013883148520784485,0.015943835748552203,0.0052677587602336096,0.002599354318065255
139,0.014324611824628566,0.014749089462803101,0.01107526014380173,0.005855560351750084,0.0032701266723551363
140,0.01204997847584296,0.017679308194869736,0.0098194172152165,0.0063395853038177375,0.0037126902436183003
141,0.014892994466322348,0.015786963182489323,0.011199090394977795,0.007118009144104941,0.002692189148482717
142,0.018066961771231797,0.016544621014986653,0.017440621529135166,0.007784625269043093,0.0025554350702840073
143,0.020788647631072358,0.016832579622536255,0.021592606026116432,0.008256463976272587,0.0034595603853940504
144,0.02333884422438316,0.017080438969140875,0.024545452043761976,0.00759932693926299,0.004440517364832531
145,0.030548836814256384,0.01475943341013469,0.03133052123441181,0.00627071116246647,0.004618590384029891
146,0.04299559100988188,0.0092026444074693,0.04722731633513782,0.0059787511160780335,0.005787519785238822
147,0.04327533570424613,0.005529719078676777,0.05184000892132865,0.005056104610954145,0.00641692241759612
148,0.04050148592183631,0.004092722580031026,0.049064162542941304,0.003316057131493076,0.006498037426260082
149,0.037600974677864746,0.002361073427599157,0.048047452928792644,0.0021678065042836764,0.007704099459640895
150,0.0330463568765618,0.002853484217063549,0.04463014408498722,0.0013996141112938034,0.009210843729251586
151,0.029222806770967665,0.003880619822887812,0.04232082673101473,0.0012439397386437452,0.009657534738374348
152,0.02708174206588737,0.004820331522647048,0.03991540706408247,0.0014223145747014575,0.00900852524151702
153,0.021361876665455175,0.00597369342418383,0.03405376284976667,0.0016435187137128794,0.007148045698309814
154,0.027631677296039752,0.006471200636627326,0.03693980839090029,0.0028997768893147375,0.005107502166401164
155,0.03129848769772064,0.006133357397572162,0.03709385575210873,0.004101019599262636,0.0035722655533239286
156,0.03408264563423924,0.006042978502567929,0.0373068533137572,0.005106010360044836,0.002328039481860314
157,0.03628149386236238,0.005991476144296295,0.0374435756288891,0.005995873677366967,0.001546931749802365
158,0.03689080821582726,0.005651862729110917,0.03488431364483723,0.0076361874636647785,0.0013929668582732188
159,0.0370231861706232,0.005406797496797487,0.031744172584413546,0.009457302519232757,0.0016388376219979492
160,0.03491291100588145,0.00614475405634754,0.026637916632195714,0.013987971841820579,0.0016943250879968969
161,0.03799265381807858,0.005531218040838813,0.02294121462392244,0.020184142890607323,0.0031107171279620197
162,0.041553524177907177,0.0043891941492030925,0.01613400258194472,0.02748122464743305,0.004990688532594087
163,0.04161265742379604,0.0032660554499910157,0.00878789134607797,0.03323026718906252,0.006765017635288542
164,0.03950295883409251,0.001966621137365994,0.005846709640018645,0.031172808559438853,0.008253220737431097
165,0.03705606817727921,0.00262946847176038,0.006567424860362703,0.03318514081037745,0.009203983140044735
166,0.03630591334828478,0.004171617381465309,0.009582357413330744,0.03535364735295975,0.012663878043770562
167,0.04148973020642234,0.0038864811837602867,0.010010369372116946,0.03667593446491358,0.016499102207973303
168,0.047618088612476205,0.0032044561451519877,0.012019788532308895,0.04033163325077014,0.02037625165333881
169,0.05204629291571148,0.0030334550450207497,0.014485331263396094,0.043204756577472324,0.02517525513481779
170,0.058941704929789285,0.002899859893619579,0.010123494393062064,0.04433428272110693,0.02501035691338627
171,0.0638853619442242,0.0032238593879432343,0.0077371746741612376,0.045510689897345524,0.024810670257156078
172,0.06519665203097325,0.004955594241272447,0.007547298650374207,0.045439697394996086,0.024868572703449096
173,0.06476315236301769,0.005904703706832346,0.010617730415570707,0.04657119800863196,0.020016905859898432
174,0.06513972177334258,0.006770232128680991,0.014023396940822594,0.04743376361613455,0.0170610461176282
175,0.06061919262638099,0.010855469345164875,0.015559454300194855,0.04712196469871055,0.014920558580111985
176,0.059335724685151005,0.014796423248371446,0.016507460512554094,0.048909379146302646,0.01300445825145542
177,0.05842699548315039,0.015932312087674167,0.018188245292894187,0.05403099811711202,0.009849326574068945
178,0.055527561189654906,0.016976174494401326,0.018568612185121656,0.054791762345494356,0.006316567958795142
179,0.057190899804277585,0.01582314167406694,0.01711631772094341,0.05904344664853108,0.003683231296031316
180,0.0598913298352731,0.015174815081974255,0.016044846463516758,0.060111856966066114,0.004113183930937237
181,0.06042905435461904,0.016006172069525003,0.013168992921728946,0.06056367230725013,0.005630326065464261
182,0.06728471662508057,0.01572826966972024,0.01386144983089902,0.0632660796417006,0.007113682482556148
183,0.06775234478851569,0.016810307853470766,0.013567017241829247,0.06304109078642531,0.007586321309079806
184,0.06643330359845458,0.018193984859198764,0.014886425509223172,0.060912194858536634,0.007745134287271745
185,0.06655549905148046,0.01976432978836982,0.012522894947085653,0.06439632513699951,0.007379124757350697
186,0.06618547805576662,0.01932534195968757,0.012278283916400956,0.06240982158202448,0.008587652640998013
187,0.06025342915656079,0.017926955206149592,0.010341069435261191,0.060118564856537986,0.009176429852140237
188,0.05396812948312443,0.016804749508205794,0.009193469305564226,0.05338995350926348,0.009931430905553809
189,0.04860453402273152,0.01637892709824699,0.008675400984996988,0.04736436552015844,0.010595070417009822
190,0.04599709057673849,0.022742466363336194,0.007749444231669487,0.05204145705989319,0.010798315427151942
191,0.04032435263758243,0.026534810996090886,0.0067142218096621,0.05099156315597972,0.011084221266149094
192,0.03637560975349543,0.029743211062135965,0.004926942574688272,0.05202839561094558,0.011229692681638537
193,0.033362987736378,0.03177564846665282,0.004737218304411473,0.051323594183548205,0.010951940762269102
194,0.031077151039811304,0.03343469870064999,0.00470907407684891,0.050802042887167054,0.010825714715949201
195,0.02853689495432707,0.03636953822153294,0.004873959622105312,0.05098062206935866,0.010615436113557591
196,0.025824246420033125,0.037962102923787745,0.005335228017586215,0.049706323744978666,0.01032202106227348
197,0.023606129275713355,0.03430302534770745,0.005936407889967033,0.043619677016643765,0.009873449474458786
198,0.022539765414199484,0.029048490497811538,0.0064969956352689115,0.03950795983247949,0.00756074622075962
199,0.019841101055825792,0.025012704131117766,0.004701769473135935,0.037290446244952556,0.005526792626207707
200,0.018379916138925704,0.022011752782872943,0.004071777418524737,0.034703510002547434,0.00407024366409002
201,0.012899153399629723,0.018128624554935087,0.00813945101302664,0.020333632427367937,0.0051948614875045075
202,0.00913308857503734,0.01533186493623026,0.011069888552566529,0.015322562439831627,0.007218098201351939
203,0.008690107741681765,0.014919806587742517,0.01169942460646614,0.014030098546816638,0.007576640780868172
204,0.008780908615387016,0.013809137608473077,0.014036263977744512,0.014545413897986715,0.008488979592462613
205,0.009007001381410161,0.01321494680563235,0.014390717673779564,0.015243197816479323,0.008875931438644494
206,0.009862459571691774,0.010456005684138181,0.013701193471215097,0.014212922408127923,0.009910281894216454
207,0.009640022208954302,0.007791361235134461,0.014251721440298563,0.013948398271815854,0.010425296488577642
208,0.008859608081810605,0.006633894994519757,0.015304225587475512,0.01592174216302342,0.010037028720771158
209,0.005184230184315529,0.005733951698396658,0.015268730911774183,0.01711379739574216,0.0094029910942485
210,0.007124422582658084,0.003911539187778104,0.01568115672386033,0.018332657229713518,0.010071390828411608
211,0.013284121806330937,0.003703945721640227,0.017176365691099867,0.017034450840087863,0.009180299913462382
212,0.022701928219710482,0.0048262760365748525,0.019597934010932894,0.013127995063229739,0.009448178665292756
213,0.03165418400071283,0.005774946041268703,0.021340337935538616,0.010191933737133438,0.010361224760271704
214,0.04093944523967457,0.005982337295518873,0.020153763188493618,0.009112406523567198,0.01577471914968357
215,0.04831510997713399,0.007103605834608104,0.018528427161519086,0.01109491293818384,0.020251325890431278
216,0.05604634241245171,0.007313544002840608,0.019203765491835077,0.01294975112974007,0.02316969060611444
217,0.06289927670348279,0.0071581551679167086,0.01731065828966101,0.01658239782694559,0.027467914936384053
218,0.06645080960421926,0.006144857724035224,0.015462275761620806,0.016981653297225677,0.031347558952297044
219,0.06631262105103282,0.005205524838363121,0.013889243031787077,0.01725798593668124,0.03282767370733921
220,0.06662249114850653,0.004373090360738155,0.012404099408291097,0.017900777786700437,0.03481532545973878
221,0.06747923476935222,0.0050358703159186285,0.014062673835929221,0.016821681110237005,0.0353301309501943
222,0.06994049939424103,0.0044423481833501715,0.01709289878822104,0.023847991943786468,0.02970972191694989
223,0.07227394768029537,0.0027520415075064602,0.018869843976280106,0.02832329737224946,0.02814808313387679
224,0.06683767026434234,0.0017035190519031126,0.019100121745404153,0.02797577386307616,0.024851351811541536
225,0.06557094846573884,0.0019242079212420688,0.020623265661233032,0.02484386771403858,0.02593500642544332
226,0.06730467277212442,0.0015828548411499263,0.02161054405803241,0.025011294847662114,0.029342616377559163
227,0.06357763099121579,0.002016749504375621,0.022727080278229603,0.022629768436195616,0.029186706518372556
228,0.0684755335925472,0.0022772830246457574,0.026404754414639988,0.023695714612342,0.03210217479341954
229,0.0700044136165265,0.0023323087806797946,0.029667345576647797,0.023360472521902747,0.03285493049347673
230,0.07072217300759105,0.0026708854487247392,0.0320369056472654,0.022409657638622155,0.03245407625272634
231,0.0626911900419755,0.0034760969217530855,0.033063567989469016,0.017839984837716205,0.02338377294550394
232,0.05677703954334453,0.004656599112921654,0.03290812601180555,0.0156397459080676,0.014071345108693198
233,0.04933363168236488,0.005468161825442839,0.032244852511406304,0.015410134417369695,0.005560874908058321
234,0.04144114664074287,0.006666113626275834,0.028622237039910684,0.01338821908000485,0.0030331474391214843
235,0.03838930676860348,0.007830885733908895,0.029687319769852047,0.010805788007562855,0.0020719808420013863
236,0.03861640677530203,0.008145459549596007,0.030438715151253837,0.008450283188842306,0.00318434420897043
237,0.03887622644587826,0.00938559450684301,0.030097452720821552,0.007154076264830503,0.004090824996196907
238,0.03744068466510876,0.008882513576844856,0.02244440722989129,0.006708798836817034,0.005851133082580624
239,0.03520401608947813,0.009606792691470285,0.017182073409334097,0.006503861806409175,0.007983445043325087
240,0.03313856939709923,0.01048296250555878,0.014546088749011995,0.004614201873431892,0.006554726354048475
241,0.03198405776997673,0.012171665038026386,0.013689402995036792,0.0038859443136667637,0.005165563263509897
242,0.02961125821328253,0.012956667918350831,0.013836577449291808,0.0033142545567539697,0.0029570626781401307
243,0.024695853133702258,0.015663013299245226,0.013644607977697872,0.0018483863027707118,0.0017461191242460368
244,0.02464342780288556,0.015956332469338086,0.01059845471989479,0.0034850644889561334,0.005003753849903203
245,0.02377689634835331,0.012178985694297232,0.00669869673423374,0.005074398567722784,0.013479254570501906
246,0.024216894804594394,0.008427343642074607,0.0077091544456336395,0.0049848317742339915,0.016001750325248677
247,0.022615429973248932,0.006396219737415342,0.007679141267484035,0.004793982155125105,0.017397640056401723
248,0.020916313396363167,0.004613921702360347,0.007800803341275968,0.00514311365387075,0.01863685837401442
249,0.02145956666661722,0.0045952884032198745,0.004238124273834606,0.004384548333987717,0.02470343673269366
250,0.021131514399664156,0.006025722856830461,0.002343963150688489,0.007206293763958631,0.031750443919624914
251,0.01819266845442887,0.006496957660412824,0.010768268042024359,0.007952610479106538,0.04181622639571666
252,0.012572081240648326,0.004361092495588012,0.015288458509729645,0.005251849471121344,0.03357659664337589
253,0.010359889062479461,0.0034320039088131505,0.01904100572420099,0.005283209750942268,0.02541663585594883
254,0.009681827393732217,0.0038668950999849205,0.023218558553922228,0.013224587808907553,0.020798241203319596
255,0.008767005287889512,0.005852983197226165,0.025837248770574358,0.01948423762610406,0.01887966963141501
256,0.0074958303329617365,0.007673280795744568,0.02732715922247839,0.022477604972479654,0.017481130114725654
257,0.006317760363091463,0.008754671166738028,0.02818927285993984,0.022107438640125942,0.016736774511452116
258,0.006109199411614066,0.009685998438589373,0.03187268127492529,0.02296936115767456,0.01482360377287332
259,0.006236792708958913,0.009746558881583173,0.03522040509492904,0.02306960978067014,0.012500596970061355
260,0.007468903087947899,0.010339059928755112,0.042460856679383686,0.025762104870580074,0.014742709314582563
261,0.007244938816590216,0.01043339459894485,0.03786771463157692,0.023722833548295522,0.018473955628696907
262,0.005949138299664699,0.013002630381971048,0.03808077069488019,0.02453857362074599,0.02181979105951506
263,0.010447212389955038,0.01485140727525554,0.0483921121179286,0.027196509723586088,0.026094334306063255
264,0.014044905749146649,0.015981602980430904,0.055766445388501396,0.029268447036540413,0.030919559578051186
265,0.01746757252685002,0.018438132530301677,0.058325658620694644,0.03068720477383936,0.031896195869710396
266,0.021213205574897937,0.021873867223712724,0.05271012382158069,0.029641395933304487,0.028841272133227642
267,0.02195635801501696,0.022837953391406974,0.048818881776929814,0.027321592640004166,0.030527894092977126
268,0.022905609120494237,0.025477628350085924,0.042397956042703,0.02290454418409696,0.031776579121722014
269,0.022700545388892348,0.025834125372850902,0.039952278902758244,0.020616100012869527,0.031837191988985596
270,0.021464528812753833,0.024568961542588853,0.02944176163866465,0.015336364179048212,0.028446889988163155
271,0.020651481151744196,0.02216013778347441,0.01886163996845028,0.00962325774348427,0.020317712126339146
272,0.0196059772316732,0.020676523682327752,0.01466001337756241,0.009034340667404167,0.011886985901491813
273,0.016482352148634073,0.016369820278433412,0.017916172351400205,0.010782685195574035,0.008552687264055786
274,0.013811810770748098,0.01229799425925151,0.019149219885968953,0.015264517032539593,0.012663289270654394
275,0.011981517148790059,0.008948211594817871,0.015783036566041467,0.01642962262852241,0.016739670051055252
276,0.010115647183802848,0.007058679812268018,0.01352633735594048,0.014046383228835169,0.020382184206000728
277,0.00874777254553729,0.00595885123563172,0.012040586961028393,0.012990187640311452,0.02377043491251098
278,0.008621831083268963,0.004043415192797758,0.013436852441809075,0.013860561088938758,0.02691284028124111
279,0.008186066097385975,0.004986314729798054,0.013006185107408091,0.011084614294216302,0.030213752644133885
280,0.006931349350691503,0.004078118244191624,0.012455250916636301,0.015647052350284425,0.03092759905854416
281,0.005795556618123474,0.005551040052059901,0.01415592122425896,0.019875511808125624,0.032200076472427924
282,0.005120342572167538,0.007498802979704171,0.01803579542536148,0.019790093121605096,0.03373786780055477
283,0.0038781363144454206,0.007736770942701519,0.021352592171779036,0.025312553342718484,0.03871987431828391
284,0.0069206455506589555,0.008708693063499693,0.030707929002923937,0.026791479864982676,0.04516929208808051
285,0.009137612922374869,0.00996251780533712,0.03955793057590406,0.02824051293508814,0.050996150154136555
286,0.010969941386559332,0.010748181396491535,0.04652748194605197,0.029136360492524476,0.05582027737178804
287,0.011210061007526181,0.009866219964751568,0.051667167909089186,0.028973913784390726,0.0609062412407728
288,0.011225566888434619,0.00928874950200978,0.04872789233821027,0.032504559263221273,0.06164139610890018
289,0.010840370573536434,0.008478478935632422,0.0479109002750775,0.03123632225373627,0.05883380304194202
290,0.013354033327721065,0.00862402231393406,0.049137621411400594,0.030103106921453765,0.05780541520743238
291,0.014969120707552868,0.00834276097094181,0.0461790736195829,0.030683975771116447,0.0541932469727035
292,0.016855127316488566,0.008769585198628431,0.04662730125694753,0.03175485005564907,0.055580758352282746
293,0.018446935554591204,0.008900688953917893,0.04798900049384339,0.028303593147328943,0.05338523318404628
