step,dSI,dConsensus,ownAccepted
99,0.004836312551256328,0.0022897592283962504,0.3333333333333333
100,0.012692304207298805,-0.004006437335725622,0.6666666666666666
101,0.007382095893770008,-0.004316129639802895,0.4166666666666667
102,0.012050625168967275,-0.0009729860109371971,0.6666666666666666
103,0.007105126787153045,0.0012271007386414647,0.5
104,0.009410578874655573,0.00480550698974517,0.5833333333333334
105,-0.0017359441591503395,0.007914734897689037,0.5
106,-0.0005527462448311667,0.004263634235517919,0.5833333333333334
107,-0.0009600626715077776,0.0008292102423026141,0.6666666666666666
108,0.0005531288536519315,0.0009459909817947452,0.5
109,0.00015895282824351006,-0.0022999257744753692,0.3333333333333333
110,0.0006188268360659924,-0.003387435413525292,0.25
111,-0.0009612796515420056,-0.00473643084850093,0.5
112,-0.0041847568029671585,-0.004517881884412894,0.5
113,-0.004549336258130023,0.0017022038551518942,0.4166666666666667
114,-0.005396116413071518,-0.001753025215122159,0.4166666666666667
115,-0.010967166589890673,-0.003996979552315345,0.25
116,-0.010669039660472548,-0.012504879428990296,0.5
117,-0.018628512167772393,-0.010392819202584032,0.5
118,-0.019000392549746743,-0.0065921413197893115,0.5
119,-0.02033740340410632,-0.00012614134747524682,0.5
120,-0.019753422687828922,-0.0026463648062958717,0.75
121,-0.020472204277969475,-0.0034232428630337273,0.5833333333333334
122,-0.02189122715991165,-0.005847716000248655,0.25
123,-0.02636903334597944,0.001672615518434831,0.5
124,-0.017721291806293407,0.0010733225658163398,0.3333333333333333
125,-0.021702383514450224,0.0009663907618017697,0.8333333333333334
126,-0.017840601440780802,-0.0006706466218280397,0.6666666666666666
127,-0.01611693404933413,0.0006748406467782785,0.5833333333333334
128,-0.0011100365748749664,0.008206231468205137,0.5
129,0.0075254166344904255,0.0024302004013715024,0.5833333333333334
130,0.009172894505216198,0.003442332131493276,0.25
131,0.013843855622544218,-0.0019523644173234794,0.16666666666666666
132,0.015996468140489998,-0.006451245345438845,0.25
133,0.015966626652114926,0.013549463491106055,0.5
134,0.00284572646810106,0.01198438801273651,0.6666666666666666
135,0.011718629301730241,0.013361736918076031,0.5
136,0.00784211444410847,0.007011010399467404,0.4166666666666667
137,0.005165630006277316,0.007335472962418276,0.4166666666666667
138,-0.00013273174236063298,0.0009997516407390808,0.3333333333333333
139,-0.006923620318816488,-0.00047890061365384447,0.4166666666666667
140,-0.0031564214209303895,0.0013770018911400256,0.5833333333333334
141,-0.00962805813397904,0.001182185978862961,0.5833333333333334
142,-0.001953611016181314,-0.008207437123236938,0.6666666666666666
143,-0.0036995244050692794,-0.003574242033245344,0.75
144,-0.0004145872890250757,-0.0037259774633386384,0.4166666666666667
145,0.007897562462442215,-0.003380613646887449,0.5833333333333334
146,0.02171710644552714,-0.011708780508164077,0.6666666666666666
147,0.008565589432794327,-0.003483829449007646,0.3333333333333333
148,0.0017147435984402049,0.012303520371439494,0.6666666666666666
149,-0.004977376233022565,0.00534943525104693,0.5
150,-0.0031491442717931687,0.003986979144459499,0.5833333333333334
151,-0.0034891556047097574,0.004120850227191497,0.5
152,-0.0023873263993427116,0.0037448504149663157,0.5
153,-0.008411671838410809,0.010554919369830544,0.5
154,0.003626560898261235,-0.0051361633861114414,0.5833333333333334
155,0.005632293134475372,-0.003408437852708817,0.4166666666666667
156,0.008076332707983238,-0.0012087258249386052,0.4166666666666667
157,0.006333742236244787,-0.0011316264282482532,0.5
158,-0.002127383902054391,0.0004871147783258381,0.16666666666666666
159,-0.002877627530134902,-0.0015698324522790393,0.5
160,-0.00732802565662756,-0.0010000407206241198,0.4166666666666667
161,0.004157775664378398,-0.0007512022322330997,0.4166666666666667
162,-0.0030893474422887444,-0.003976575939052621,0.75
163,-0.004075972313355158,-1.8428796956059906e-05,0.5
164,-0.00488242746522959,0.004919980706149642,0.4166666666666667
165,-0.004044924352493188,-0.0027054249966859353,0.75
166,-0.002265695477218712,-0.009448178471813085,0.25
167,-0.004603486758448748,-0.006618653077138225,0.75
168,-0.005661317121562458,-0.007699876417799862,0.5833333333333334
169,-0.011778137134627784,-0.010099078229546749,0.5
170,0.003595092293997922,-0.000882180010801023,0.8333333333333334
171,0.005880795749947658,-0.003392991817119606,0.3333333333333333
172,0.010728306119546666,-0.0029114899755949514,0.6666666666666666
173,0.008909725891727047,-0.0003416459082738876,0.5
174,0.006144346906470523,-0.000947862057362007,0.16666666666666666
175,0.008502309941083136,0.0011038047451757693,0.3333333333333333
176,0.006173301181990424,-0.0021093102336473143,0.4166666666666667
177,0.00238218466795329,0.0017809115944787113,0.5
178,0.004132085027793368,0.0023498510124864043,0.5
179,0.002696945904606285,0.0010173511638615327,0.5
180,0.005024826220719064,9.687403631268114e-05,0.5
181,0.004955118527065159,-0.0003870610858621333,0.5
182,0.004773304218657612,-0.002264774937134452,0.25
183,0.006619621231420704,-0.001662515351882066,0.5
184,0.003873143924025352,-0.0007387811958666623,0.6666666666666666
185,-0.004315352956664534,-0.003947675255552997,0.3333333333333333
186,-0.0005535104968115943,0.001629974085315164,0.4166666666666667
187,0.0010535497887105376,0.004313114183937382,0.5
188,0.004890231227508646,0.006179543739923014,0.5833333333333334
189,0.0061051598241119815,0.006297651229359029,0.5
190,0.006172490507045121,-0.0016908160534079536,0.4166666666666667
191,0.01303034497977478,0.0023811134995819047,0.5833333333333334
192,0.014591138132627135,0.0013452537700083377,0.6666666666666666
193,0.010396196261039548,0.0033416606838399966,0.25
194,0.00778839176357891,0.0010263500759502247,0.6666666666666666
195,0.011779093672963,-0.0015336838257680174,0.3333333333333333
196,0.0031507122307121807,0.0002031375267080767,0.5833333333333334
197,0.002783275770887522,0.0051869912053326165,0.25
198,0.0012090651447208371,0.009654863160837645,0.4166666666666667
199,-0.006219228753002459,0.007700992123718352,0.16666666666666666
200,-0.0017705170444593428,0.0054786816407088185,0.5
201,-0.005760986756230148,0.006807990247372446,0.16666666666666666
202,-0.0025105357654959803,0.0027947211243894575,0.4166666666666667
203,-0.002702245455253688,0.0026397817741572994,0.25
204,-0.0001460601882687281,-0.0012580216991375651,0.5
205,-0.0016511284253821756,-0.00045789072002751463,0.5
206,-0.002635445048239935,0.000919307010116554,0.5833333333333334
207,-0.006711676913195741,0.0027962379468663844,0.25
208,-0.005665271678339347,-0.0009017146417344479,0.5833333333333334
209,-0.005148773455888794,-0.000311141561913571,0.3333333333333333
210,-0.0006719739710317659,0.0014288635164992657,0.5
211,-0.00391118579282379,-0.004810841439614471,0.5833333333333334
212,-0.012090879257657686,-0.008326702838114068,0.4166666666666667
213,-0.013708926671877125,-0.004331090220917284,0.25
214,-0.014103051309811196,-0.008818993813106078,0.5
215,-0.0213809325345361,-0.006458666359492802,0.25
216,-0.016426365130434564,-0.006793712417712791,0.5
217,-0.011063930115828893,-0.00822224653588432,0.4166666666666667
218,-0.014136052697346543,-0.001767837552811834,0.4166666666666667
219,-0.014766754661706119,0.0013061181555474542,0.75
220,-0.009980497626439747,0.0015426880379664453,0.5
221,-0.00015807617297042276,-0.0017970866538625594,0.5
222,0.005815118677310781,-0.000529261146216794,0.6666666666666666
223,0.006793304872664441,-0.002663833162505642,0.5833333333333334
224,0.013634029217496532,0.004234153153113837,0.5
225,0.01373944594616743,-0.0014284627383716938,0.6666666666666666
226,0.007158096068559226,-0.0037229635695978144,0.6666666666666666
227,-0.0031902639545178663,0.00043389708390817347,0.5833333333333334
228,-0.011634857301500096,-0.00860578399329288,0.6666666666666666
229,-0.004393285377673338,-0.0022414628652068763,0.5833333333333334
230,-0.002981382390847683,-0.0011151828576504048,0.4166666666666667
231,0.009096015753282694,0.012327865878609774,0.5
232,0.019266778626873076,0.011887321931359532,0.3333333333333333
233,0.013291292573339797,0.010655043091083964,0.5833333333333334
234,0.012392033010710854,0.006411849724925057,0.5
235,0.005195989264146013,0.004318617715470125,0.5
236,0.0067089118497772925,-0.00010262772168947419,0.4166666666666667
237,-0.006855929634662268,-0.0002596922285937533,0.5
238,-0.011231340473555165,0.006002790264645535,0.4166666666666667
239,-0.009129059173056295,0.0020915866548809974,0.5833333333333334
240,-0.007663811493814204,0.0028565921365728848,0.25
241,0.002971510244348057,0.0007025492674974966,0.5
242,0.00419828425464891,0.007276128861523584,0.5833333333333334
243,-0.00024142564899518049,0.0012750903744581795,0.6666666666666666
244,-0.0069102545204375405,-0.0033546037061694916,0.5
245,-0.006515036383476201,-0.0030753463103576992,0.25
246,-0.003291892118616274,0.000862424200919964,0.3333333333333333
247,-0.0006784288689551896,0.0005528155431789068,0.5
248,-0.006358697310252644,0.0005713944028797949,0.25
249,-0.006103545453856177,-0.003951048060248145,0.5
250,-0.008925869769994122,-0.005408910263030031,0.16666666666666666
251,-0.008743194940265209,-0.00651472233046448,0.6666666666666666
252,0.008936347168494582,0.006462892483904365,0.16666666666666666
253,0.00939594927594973,0.001453406625154082,0.5833333333333334
254,0.0021090581929511937,-0.003181967622648755,0.4166666666666667
255,-0.0007450122108315499,-0.0047695058175383775,0.3333333333333333
256,-0.011081050532867162,-0.0029550324422834805,0.3333333333333333
257,-0.016884992141600635,-0.0008152802244363686,0.5833333333333334
258,-0.02434146939246257,0.002044176472306747,0.6666666666666666
259,-0.010835505583306473,0.0007785673442221348,0.6666666666666666
260,-0.008839915675028407,-0.007349943431003748,0.3333333333333333
261,-0.002540851850634592,-0.000669025398711239,0.5
262,-0.002496601561385356,-0.004764716959576912,0.4166666666666667
263,-0.004013193150717788,-0.014026603694758564,0.3333333333333333
264,-0.0032501398435577276,-0.0086639631534062,0.5
265,-0.005143071589725383,-0.004239597249734643,0.4166666666666667
266,-0.0007392979646463164,-0.0011187405796381441,0.8333333333333334
267,0.0050547511414334445,0.0010516850926097498,0.6666666666666666
268,-0.0006070426907696982,0.0024646386230847785,0.75
269,-0.004194130355834176,0.002477716533848735,0.5
270,0.012618581549914151,0.01331871101819952,0.6666666666666666
271,0.030697691538071236,0.01526591717363067,0.8333333333333334
272,0.018208841011069763,0.006799780986002715,0.4166666666666667
273,0.022652572738544107,0.002766038866324597,0.5
274,0.015292430118577787,-0.005596639800713672,0.6666666666666666
275,0.02231152051268877,0.003924652659003294,0.5
276,0.019419800753674842,0.004888678309843334,0.4166666666666667
277,0.014581354789513399,0.0023077679833909894,0.3333333333333333
278,0.01808738797894935,-0.0027348115345621443,0.3333333333333333
279,0.012448118891008839,0.004361002900226662,0.75
280,0.007944095564622685,-0.0011961808700289391,0.25
281,0.007144910889084875,-0.004386868324086631,0.4166666666666667
282,0.007656677215235126,-0.0019024709097509149,0.5
283,0.004752820505994145,-0.007622309860598646,0.4166666666666667
284,-0.00013839385153340453,-0.009292886233091704,0.4166666666666667
285,-0.0012611697075226673,-0.010649848085305424,0.6666666666666666
286,-0.0019640303404789374,-0.008429676823749033,0.5833333333333334
287,-0.009549395093284951,-0.0033388819584492407,0.4166666666666667
288,-0.006259773764602887,4.0342123504749174e-05,0.4166666666666667
289,-0.008637473822487363,0.0023178889797171535,0.8333333333333334
290,0.00040048862863975576,-0.0027175541862612,0.5
291,0.001083194397268376,0.0019106349521324246,0.4166666666666667
292,-0.008839000085808782,-0.006460342465076842,0.5
293,-0.007342367596441292,-0.0020365905150123223,0.3333333333333333
294,0.004917406011994974,-0.0008147266124969773,0.4166666666666667
295,0.009419274585975338,0.0007898736445479867,0.6666666666666666
296,0.007145256757144207,0.013721089431928547,0.8333333333333334
297,0.007419947773160175,0.003206077601864411,0.3333333333333333
298,0.005168564601633692,0.0008817966848987448,0.5
299,0.005563354925477003,0.005110463455762041,0.5
300,0.004609207196860625,0.007098772952081879,0.25
301,0.004867004850098698,0.0014445148455761515,0.4166666666666667
302,0.002831943898005132,0.01009995519041876,0.3333333333333333
303,0.0021320791288690633,0.007371728561868199,0.5833333333333334
304,-0.004073695334649657,0.003750236862705654,0.5
305,-0.006111053470251121,0.001511955980215667,0.25
306,-0.005287297880225278,-0.0052406716204117685,0.4166666666666667
307,-0.0034342214824551556,-0.005458170551569263,0.5
308,0.004668545177425811,-0.003516838063096082,0.5
309,0.008836642536101641,-0.003707111684701399,0.4166666666666667
310,0.008989563610867704,-0.006675200757771203,0.5833333333333334
311,0.004433233102717778,0.008599821577638576,0.5833333333333334
312,0.004786130407465922,0.0038224539142298238,0.6666666666666666
313,-0.0027465867186816837,0.005350394749300713,0.25
314,-0.002153305392670196,0.004113007188561624,0.6666666666666666
315,-0.0015862798958056201,0.000905841610645098,0.4166666666666667
316,0.0031735294504508884,-0.0039616276612864975,0.16666666666666666
317,0.007935269942238893,-0.0042524341101754,0.25
318,-0.001995934609888774,0.0027935539201961314,0.5
319,-0.010215887430829027,-0.0011741974721831388,0.16666666666666666
320,-0.007897093704686256,0.001236447641894313,0.4166666666666667
321,-0.006199947694226336,-0.00536267894677785,0.8333333333333334
322,0.0003120625899390578,-0.010546360821731745,0.4166666666666667
323,-0.0030858692055072876,-0.006114901736199998,0.5833333333333334
324,-0.004360415410993565,-0.011339790204414007,0.25
325,-0.0039034908194247597,-0.008797159974105231,0.5833333333333334
326,0.0005509885234502715,-0.002843142352822317,0.75
327,0.0008090921452295433,0.003056884689422674,0.5
328,0.0010675480015405515,0.008694716547180155,0.4166666666666667
329,0.0023014749309494217,0.0022103565294916343,0.5
330,0.004782686357274186,0.0014589408916452357,0.6666666666666666
331,0.0008810702981601285,0.006113673413740175,0.5
332,0.0047064832839948485,0.0060785053583556235,0.5833333333333334
333,0.004863949936071264,-0.013183088109637897,0.5
334,0.004368011624492203,-7.449517107169523e-05,0.4166666666666667
335,0.004033359004522008,-0.003779863065608563,0.5
336,-0.0023269913865978376,-0.005729626809459788,0.3333333333333333
337,-0.0031024163488679777,-0.010243521064807906,0.08333333333333333
338,0.0061383466116878655,-0.011586508232740855,0.6666666666666666
339,0.004369745766291483,-0.009203424618839239,0.8333333333333334
340,0.008207912797733577,0.0065991695668444735,0.75
341,-0.008059906638026118,-0.0014619747498463749,0.5833333333333334
342,-0.0013690235538811786,-0.006570518442479137,0.5833333333333334
343,-0.0037923842417036946,0.005699940809674735,0.3333333333333333
344,0.005232130912088777,0.00804616853234596,0.5833333333333334
345,0.003967347894008637,0.008300387054146794,0.4166666666666667
346,0.001732685423651718,0.01191133763390316,0.25
347,0.003203343661067559,0.013484473184559706,0.25
348,-0.0005703270352626078,0.01292220931764155,0.3333333333333333
349,0.0034332322116320813,-0.0008014256396562397,0.3333333333333333
350,0.0034853187158827292,0.007487006529908402,0.4166666666666667
351,0.0021950868002616106,0.005014788253224328,0.5833333333333334
352,0.0017374784507612946,0.0009334725185616184,0.4166666666666667
353,0.0017120585691841328,0.0030182552712374826,0.5833333333333334
354,0.003718449939957245,0.0006012528787939052,0.6666666666666666
355,0.00398777467101466,-0.005533676965684491,0.5
356,0.0040795544469933625,-0.006275177397663294,0.4166666666666667
357,0.004636349147633649,-0.007249981880534014,0.5
358,0.0048201560436066755,-0.004595377527184994,0.25
359,0.004686150435945687,-0.004865921780713677,0.3333333333333333
360,0.0006551405342908045,-0.005165630161782138,0.5833333333333334
361,-0.00416173001624733,0.0006137844250964376,0.16666666666666666
362,-0.0062042854562464516,-0.0008359651215819221,0.5833333333333334
363,-0.00223216015708926,0.007340574972214292,0.4166666666666667
364,0.0019417991460850919,0.008545135376339892,0.5833333333333334
365,0.00037606457230226115,0.004081702353412798,0.5
366,0.008203264264386426,0.004544801712545464,0.5
367,0.0015264100781216445,0.0033948958460399206,0.25
368,0.003340614214187687,0.0008523543270870249,0.6666666666666666
369,-0.0030916329205531814,-0.0019668160258126065,0.5
370,0.000846682616021425,0.0008884727878903624,0.4166666666666667
371,0.0030779839359167025,-0.0030259193505903516,0.25
372,0.008693852750040856,-0.0020682454086300406,0.4166666666666667
373,0.004370968627113531,-0.006644172741367481,0.16666666666666666
374,0.004838992585654012,-0.0031735367494805707,0.4166666666666667
375,0.010520768157394148,-0.002745838573419023,0.3333333333333333
376,0.0034195609236762625,-0.003314253804493853,0.6666666666666666
377,0.0037993167427712395,-0.005777722269771221,0.5
378,0.00031465927117186693,0.002043207315768476,0.5833333333333334
379,0.00026584264382558304,0.000532832940325894,0.25
380,-0.0005854134074174863,0.0037388468991926722,0.5833333333333334
381,0.0011062596719457196,0.001521520466755329,0.3333333333333333
382,-0.0007188084664976427,-0.004041543325814725,0.5
383,-0.0025091273030905157,0.0013147524138713018,0.5
384,-0.004049694904249325,-0.007255093475606138,0.5
385,-0.005982502220578852,-0.0003665231343988566,0.16666666666666666
386,-0.006195114864921451,-0.001067266874111645,0.3333333333333333
387,-0.009389178193930675,0.006773954783678608,0.25
388,-0.010824990287411407,0.0021955306204841075,0.4166666666666667
389,-0.00905550269932344,0.009183911047867048,0.08333333333333333
390,-0.0064441236301028175,0.008397468461748991,0.3333333333333333
391,-0.010735652326192757,0.0005269445067078207,0.6666666666666666
392,-0.006568426708566194,-0.00710146030774407,0.5
393,-0.009623441352624523,-0.0010520474131097488,0.3333333333333333
394,-0.011202415025249685,0.0001574952572297976,0.3333333333333333
395,-0.022762425488938687,-0.0003931888982739885,0.5833333333333334
396,-0.02242616770139043,0.0017078249060134155,0.4166666666666667
397,-0.02290622995868576,0.0027546640686596704,0.6666666666666666
398,-0.025537717118438677,0.0007876011311484556,0.6666666666666666
399,-0.022281417966576605,0.00877711585333669,0.4166666666666667
400,-0.01662967099587642,0.00401434624230193,0.3333333333333333
401,-0.01717130026932835,0.004237226337263347,0.5
402,-0.01299372709433976,0.0011902485821116684,0.3333333333333333
403,-0.012787635348383133,0.0005522517748948328,0.25
404,-0.006888004216563585,0.0019104018971389054,0.3333333333333333
405,-0.008723990193199383,-0.0017738180354651134,0.3333333333333333
406,-0.01074449951628118,-0.0009913552747547122,0.4166666666666667
407,-0.013401369129031995,-0.006322240885541477,0.3333333333333333
408,-0.01799808890603553,0.005036533811241515,0.5
409,-0.022562275561380032,-0.001620857937214365,0.25
410,-0.021542559224507717,-0.006148985020802282,0.5833333333333334
411,-0.012056724172541828,-4.674479447052803e-05,0.5833333333333334
412,-7.942018518462823e-05,-0.008250494895846887,0.4166666666666667
413,0.01890992790510232,-9.861584656748635e-05,0.4166666666666667
414,0.011485466697894431,-0.0024967470131863822,0.3333333333333333
415,0.01701863520741222,-0.0010756499248282944,0.5833333333333334
416,0.012013257964617654,-0.0008936430223561396,0.4166666666666667
417,0.014641081905146097,-0.0011640929713784612,0.3333333333333333
418,0.008745586538159008,-0.004963498922531613,0.3333333333333333
419,0.00012023197922952922,-0.0035370586427323158,0.4166666666666667
420,-0.005008594369668898,-0.0018032289486867466,0.16666666666666666
421,-0.009873568538555666,-0.006718210292165461,0.5
422,-0.013276996817822392,-0.008934165138518546,0.75
423,-0.013128560154858712,-0.008994550225862976,0.5833333333333334
424,-0.0011779033028107427,0.0038731213212869348,0.5
425,-0.0010461535543811369,-0.0017127431546184707,0.5833333333333334
426,0.003849823686163892,0.0033148432776475127,0.5
427,0.003013435983238925,0.007341961894803154,0.5
428,0.003668474541576474,0.01058441566522327,0.5833333333333334
429,-0.0010259678725756255,0.004515380646438521,0.4166666666666667
430,0.0015172217064187328,0.003018426306708087,0.3333333333333333
431,-0.003180705349352437,-0.0005296948378344773,0.25
432,-0.004413260707606365,-0.004311687722725755,0.25
433,0.0014484555159493585,-0.0026068898824162918,0.5
434,0.005239752240362036,-0.001903667201774168,0.5
435,0.01055581217397207,0.0033217830759698333,0.25
436,0.008332199943411334,0.0030577431839847696,0.6666666666666666
437,0.011211529423308683,0.007805172617649858,0.5
438,0.015509776429655698,0.002346149537660373,0.6666666666666666
439,0.0199221844506048,-0.0059099968914248366,0.6666666666666666
440,0.015325352084883398,-0.009872846341196789,0.3333333333333333
441,0.014521759356249511,-0.016062834730385903,0.5
442,0.009035174656051498,-0.012438932989940164,0.5833333333333334
443,0.00585779202485788,-0.004156939941276745,0.3333333333333333
444,-0.009984988444165885,-0.0024371786901513973,0.5
445,-0.009537981047171434,-0.007206945984657425,0.4166666666666667
446,-0.009195912633998632,-0.005838440398008498,0.5833333333333334
447,-0.014549886158859734,-0.0002901438492288061,0.3333333333333333
448,-0.007079926846515201,-0.003746025440712225,0.6666666666666666
449,-0.0045113992799372905,-0.005675331263155292,0.3333333333333333
450,-0.0038505874153592218,-0.004223802364028076,0.4166666666666667
451,-0.001014585799246251,-0.0006478032951470226,0.08333333333333333
452,0.0030189311339225006,0.0014344673815855347,0.3333333333333333
453,0.0042696070194269825,0.005843423102900252,0.5
454,-0.002598211453945685,0.008783352347557134,0.16666666666666666
455,-0.0004190981661848503,0.007385252826858566,0.5
456,-0.002022296639835039,0.008002882094937793,0.3333333333333333
457,-0.0031187367424800974,0.003227607338297151,0.5833333333333334
458,-0.0025224446865289066,0.01285531541968145,0.4166666666666667
459,0.0010602884595362998,0.01974715654885793,0.25
460,0.007770881046580659,0.011614396408907565,0.4166666666666667
461,0.0008593372581431937,0.0017679777416114394,0.5
462,-0.008886214526699271,0.007978760683366354,0.6666666666666666
463,-0.00515495517221697,0.008176895576421693,0.5
464,0.0003518605338001894,0.005764255552849926,0.5
465,-0.0036809470236886612,-0.0027881716584688466,0.5833333333333334
466,0.0006526031714210087,-0.005038826832614169,0.5
467,0.003983182401006942,-0.002671481400976249,0.3333333333333333
468,0.003425075178153376,-0.0037642116350037973,0.3333333333333333
469,0.003669984980355289,-0.006297299966687108,0.4166666666666667
470,-0.0014698541576231388,-0.010764986626446413,0.5833333333333334
471,-0.003352634486640906,0.004712775561527085,0.3333333333333333
472,0.002580273572851848,-0.01273252960393192,0.5
473,-0.0037008167557572164,-0.007724107223214797,0.25
474,0.002409318033141636,0.0011305597303562034,0.5833333333333334
475,0.003750649325285011,-0.0038972656355416566,0.3333333333333333
476,0.021467387056718353,-0.006977498596991587,0.5833333333333334
477,0.026119991496205152,-0.0019023301307235358,0.4166666666666667
478,0.019155958348191785,0.005515310613019689,0.5
479,0.013343871693637654,-0.0002956871853312971,0.3333333333333333
480,0.014751212284735096,0.000991686637696983,0.4166666666666667
481,0.010357523696249663,-0.0069358237617430105,0.4166666666666667
482,0.012747401151882193,0.006517707457098925,0.4166666666666667
